settlement_id,reference_id,amount,date,status
STL48833650,RZP7581095906,44965.90,2026-07-03,settled
STL24305904,RZP7418301077,18676.84,2026-07-11,settled
STL15831819,RZP5710360983,63638.33,2026-07-10,settled
STL52035079,RZP8733575600,68941.85,2026-07-10,settled
STL46721417,RZP6558433027,60457.36,2026-07-03,pending
STL12715612,RZP9070061596,4172.18,2026-07-08,settled
STL35254849,RZP1818112342,20500.39,2026-07-11,settled
STL65907088,RZP4503614567,27942.66,2026-07-11,settled
STL85686878,RZP5533921266,10329.85,2026-07-07,settled
STL53038948,RZP7185710340,32580.91,2026-07-14,settled
STL15730602,RZP1553155490,67928.31,2026-07-06,settled
STL70465703,RZP3165512104,72307.18,2026-07-01,reversed
STL61484043,RZP9505085936,18657.95,2026-07-09,settled
STL65833185,RZP6276339732,25750.41,2026-07-08,settled
STL55866538,RZP2554039848,27513.53,2026-07-03,settled
STL45833216,RZP2076151332,63033.95,2026-07-12,pending
STL80325062,RZP4627032705,18627.08,2026-07-10,settled
STL49957816,RZP8382963909,41203.32,2026-07-07,settled
STL71934487,RZP2752306681,17240.20,2026-07-14,settled
STL66213840,RZP5800633419,8993.94,2026-07-02,pending
